"ID";"TO_SERVICE";"XPRESSBEES_SERVICE";"DHL_SERVICE";"BLUEDART_SERVICE";"GATI_SERVICE";"DPWORLD_SERVICE"
8442;501511;"ODA";"Non-ODA";"Normal";"";"EDL1"
8443;501512;"ODA";"Non-ODA";"Normal";"";"EDL1"
8444;502001;"Normal";"Non-ODA";"Normal";"";"EDL1"
8445;502032;"Normal";"Non-ODA";"Normal";"";"DIRECT"
8446;502101;"ODA";"Non-ODA";"NSL";"";"EDL2"
8447;502102;"NSL";"Non-ODA";"EDL";"";"EDL2"
8448;502103;"NSL";"Non-ODA";"Normal";"";"EDL2"
8449;502107;"NSL";"Non-ODA";"EDL";"";"NSL"
8450;502108;"NSL";"Non-ODA";"NSL";"";"NSL"
8451;502109;"ODA";"Non-ODA";"NSL";"";"EDL2"
8452;502110;"NSL";"Non-ODA";"EDL";"";"EDL2"
8453;502113;"NSL";"Non-ODA";"EDL";"";"EDL2"
8454;502114;"NSL";"Non-ODA";"NSL";"";"NSL"
8455;502115;"NSL";"Non-ODA";"NSL";"";"EDL2"
8456;502117;"ODA";"Non-ODA";"NSL";"";"EDL2"
8457;502125;"NSL";"Non-ODA";"NSL";"";"EDL2"
8458;502130;"NSL";"Non-ODA";"EDL";"";"EDL2"
8459;502205;"ODA";"Non-ODA";"Normal";"";"EDL1"
8460;502210;"NSL";"Non-ODA";"EDL";"";"NSL"
8461;502220;"NSL";"Non-ODA";"Normal";"";"EDL2"
8462;502221;"NSL";"Non-ODA";"EDL";"";"EDL1"
8463;502228;"NSL";"Non-ODA";"EDL";"";"EDL1"
8464;502246;"NSL";"Non-ODA";"EDL";"";"EDL2"
8465;502247;"ODA";"Non-ODA";"EDL";"";"EDL2"
8466;502248;"ODA";"Non-ODA";"EDL";"";"EDL2"
8467;502249;"NSL";"Non-ODA";"EDL";"";"EDL2"
8468;502251;"NSL";"Non-ODA";"EDL";"";"NSL"
8469;502255;"ODA";"Non-ODA";"NSL";"";"EDL1"
8470;502256;"NSL";"Non-ODA";"EDL";"";"EDL3"
8471;502257;"NSL";"Non-ODA";"EDL";"";"NSL"
8472;502267;"NSL";"Non-ODA";"EDL";"";"EDL2"
8473;502269;"NSL";"Non-ODA";"EDL";"";"EDL2"
8474;502270;"NSL";"Non-ODA";"EDL";"";"EDL2"
8475;502271;"NSL";"Non-ODA";"EDL";"";"EDL2"
8476;502273;"ODA";"Non-ODA";"EDL";"";"EDL3"
8477;502276;"NSL";"Non-ODA";"NSL";"";"NSL"
8478;502277;"NSL";"Non-ODA";"EDL";"";"NSL"
8479;502278;"ODA";"Non-ODA";"NSL";"";"EDL2"
8480;502279;"ODA";"Non-ODA";"NSL";"";"EDL1"
8481;502280;"NSL";"Non-ODA";"EDL";"";"NSL"
8482;502281;"ODA";"Non-ODA";"EDL";"";"EDL1"
8483;502284;"NSL";"Non-ODA";"NSL";"";"NSL"
8484;502285;"Normal";"Non-ODA";"EDL";"";"EDL1"
8485;502286;"NSL";"Non-ODA";"EDL";"";"EDL1"
8486;502287;"NSL";"Non-ODA";"EDL";"";"EDL1"
8487;502290;"NSL";"Non-ODA";"EDL";"";"EDL1"
8488;502291;"Normal";"Non-ODA";"EDL";"";"EDL1"
8489;502293;"NSL";"Non-ODA";"EDL";"";"EDL2"
8490;502294;"ODA";"Non-ODA";"EDL";"";"EDL2"
8491;502295;"Normal";"Non-ODA";"EDL";"";"EDL1"
8492;502296;"ODA";"Non-ODA";"EDL";"";"EDL1"
8493;502300;"Normal";"Non-ODA";"Normal";"";"EDL1"
8494;502301;"NSL";"Non-ODA";"EDL";"";"EDL1"
8495;502302;"Normal";"Non-ODA";"EDL";"";"EDL3"
8496;502303;"NSL";"Non-ODA";"NSL";"";"EDL2"
8497;502305;"Normal";"Non-ODA";"Normal";"";"EDL1"
8498;502306;"ODA";"Non-ODA";"EDL";"";"EDL3"
8499;502307;"Normal";"Non-ODA";"Normal";"";"EDL1"
8500;502310;"NSL";"Non-ODA";"EDL";"";"NSL"
8501;502311;"ODA";"Non-ODA";"NSL";"";"EDL1"
8502;502312;"ODA";"Non-ODA";"EDL";"";"EDL1"
8503;502313;"ODA";"Non-ODA";"NSL";"";"EDL1"
8504;502314;"ODA";"Non-ODA";"EDL";"";"EDL2"
8505;502316;"ODA";"Non-ODA";"EDL";"";"EDL1"
8506;502318;"NSL";"Non-ODA";"EDL";"";"EDL1"
8507;502319;"Normal";"Non-ODA";"Normal";"";"EDL1"
8508;502321;"NSL";"Non-ODA";"EDL";"";"EDL1"
8509;502324;"Normal";"Non-ODA";"Normal";"";"DIRECT"
8510;502325;"Normal";"Non-ODA";"Normal";"";"EDL1"
8511;502329;"ODA";"Non-ODA";"Normal";"";"EDL1"
8512;502331;"NSL";"Non-ODA";"NSL";"";"EDL2"
8513;502334;"ODA";"Non-ODA";"NSL";"";"EDL1"
8514;502335;"ODA";"Non-ODA";"NSL";"";"EDL1"
8515;502336;"ODA";"Non-ODA";"EDL";"";"EDL1"
8516;502345;"NSL";"Non-ODA";"EDL";"";"EDL3"
8517;502371;"NSL";"Non-ODA";"NSL";"";"EDL2"
8518;502372;"NSL";"Non-ODA";"EDL";"";"EDL2"
8519;502375;"NSL";"Non-ODA";"EDL";"";"NSL"
8520;502381;"ODA";"Non-ODA";"NSL";"";"EDL2"
8521;503001;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8522;503002;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8523;503003;"NSL";"Non-ODA";"Normal";"";"NSL"
8524;503101;"NSL";"Non-ODA";"NSL";"";"NSL"
8525;503102;"NSL";"Non-ODA";"NSL";"";"NSL"
8526;503108;"NSL";"Non-ODA";"NSL";"";"NSL"
8527;503110;"NSL";"Non-ODA";"NSL";"";"NSL"
8528;503111;"NSL";"Non-ODA";"NSL";"";"EDL2"
8529;503112;"NSL";"NSL";"NSL";"";"NSL"
8530;503114;"NSL";"Non-ODA";"NSL";"";"NSL"
8531;503120;"NSL";"Non-ODA";"NSL";"";"NSL"
8532;503122;"NSL";"Non-ODA";"NSL";"";"NSL"
8533;503123;"NSL";"Non-ODA";"NSL";"";"NSL"
8534;503124;"NSL";"Non-ODA";"NSL";"";"NSL"
8535;503125;"NSL";"Non-ODA";"NSL";"";"NSL"
8536;503144;"NSL";"Non-ODA";"NSL";"";"NSL"
8537;503145;"NSL";"Non-ODA";"NSL";"";"NSL"
8538;503164;"NSL";"Non-ODA";"NSL";"";"NSL"
8539;503165;"NSL";"Non-ODA";"EDL";"";"NSL"
8540;503174;"NSL";"Non-ODA";"EDL";"";"NSL"
8541;503175;"NSL";"Non-ODA";"EDL";"";"NSL"
8542;503180;"NSL";"Non-ODA";"NSL";"";"NSL"
8543;503185;"NSL";"Non-ODA";"Normal";"";"EDL1"
8544;503186;"NSL";"ODA";"EDL";"";"NSL"
8545;503187;"NSL";"Non-ODA";"EDL";"";"EDL2"
8546;503188;"NSL";"Non-ODA";"NSL";"";"NSL"
8547;503201;"NSL";"Non-ODA";"NSL";"";"EDL1"
8548;503202;"NSL";"Non-ODA";"EDL";"";"NSL"
8549;503206;"NSL";"Non-ODA";"EDL";"";"NSL"
8550;503207;"NSL";"Non-ODA";"EDL";"";"NSL"
8551;503212;"NSL";"Non-ODA";"NSL";"";"EDL1"
8552;503213;"NSL";"Non-ODA";"NSL";"";"NSL"
8553;503217;"NSL";"Non-ODA";"EDL";"";"EDL2"
8554;503218;"NSL";"Non-ODA";"EDL";"";"NSL"
8555;503219;"NSL";"Non-ODA";"EDL";"";"NSL"
8556;503223;"NSL";"NSL";"EDL";"";"NSL"
8557;503224;"NSL";"Non-ODA";"Normal";"";"EDL1"
8558;503225;"NSL";"Non-ODA";"NSL";"";"NSL"
8559;503230;"NSL";"Non-ODA";"EDL";"";"EDL1"
8560;503235;"NSL";"Non-ODA";"EDL";"";"NSL"
8561;503245;"NSL";"Non-ODA";"EDL";"";"EDL1"
8562;503246;"NSL";"Non-ODA";"NSL";"";"NSL"
8563;503301;"NSL";"Non-ODA";"EDL";"";"NSL"
8564;503302;"NSL";"Non-ODA";"NSL";"";"NSL"
8565;503305;"NSL";"Non-ODA";"EDL";"";"NSL"
8566;503306;"NSL";"Non-ODA";"EDL";"";"NSL"
8567;503307;"NSL";"Non-ODA";"NSL";"";"NSL"
8568;503308;"NSL";"Non-ODA";"NSL";"";"NSL"
8569;503309;"NSL";"Non-ODA";"EDL";"";"NSL"
8570;503310;"NSL";"Non-ODA";"EDL";"";"NSL"
8571;503311;"NSL";"Non-ODA";"EDL";"";"NSL"
8572;503321;"NSL";"Non-ODA";"EDL";"";"NSL"
8573;503322;"NSL";"NSL";"NSL";"";"NSL"
8574;504001;"NSL";"Non-ODA";"NSL";"";"EDL3"
8575;504002;"NSL";"Non-ODA";"NSL";"";"NSL"
8576;504101;"NSL";"Non-ODA";"EDL";"";"EDL1"
8577;504102;"NSL";"Non-ODA";"EDL";"";"NSL"
8578;504103;"NSL";"Non-ODA";"NSL";"";"NSL"
8579;504104;"NSL";"Non-ODA";"EDL";"";"NSL"
8580;504105;"NSL";"Non-ODA";"EDL";"";"NSL"
8581;504106;"NSL";"Non-ODA";"EDL";"";"EDL2"
8582;504107;"NSL";"NSL";"NSL";"";"NSL"
8583;504109;"NSL";"Non-ODA";"EDL";"";"NSL"
8584;504110;"NSL";"Non-ODA";"EDL";"";"NSL"
8585;504201;"NSL";"Non-ODA";"NSL";"";"NSL"
8586;504202;"NSL";"Non-ODA";"EDL";"";"NSL"
8587;504203;"NSL";"Non-ODA";"NSL";"";"NSL"
8588;504204;"NSL";"Non-ODA";"NSL";"";"NSL"
8589;504205;"NSL";"Non-ODA";"NSL";"";"NSL"
8590;504206;"NSL";"Non-ODA";"NSL";"";"NSL"
8591;504207;"NSL";"Non-ODA";"NSL";"";"NSL"
8592;504208;"NSL";"Non-ODA";"Normal";"";"EDL2"
8593;504209;"NSL";"Non-ODA";"EDL";"";"NSL"
8594;504214;"NSL";"Non-ODA";"NSL";"";"NSL"
8595;504215;"NSL";"Non-ODA";"NSL";"";"NSL"
8596;504216;"NSL";"Non-ODA";"NSL";"";"NSL"
8597;504218;"NSL";"Non-ODA";"NSL";"";"NSL"
8598;504219;"NSL";"Non-ODA";"NSL";"";"NSL"
8599;504220;"NSL";"Non-ODA";"EDL";"";"NSL"
8600;504231;"NSL";"Non-ODA";"EDL";"";"NSL"
8601;504251;"NSL";"Non-ODA";"EDL";"";"EDL2"
8602;504272;"NSL";"Non-ODA";"NSL";"";"NSL"
8603;504273;"NSL";"Non-ODA";"NSL";"";"NSL"
8604;504292;"NSL";"Non-ODA";"NSL";"";"NSL"
8605;504293;"NSL";"Non-ODA";"NSL";"";"NSL"
8606;504294;"NSL";"Non-ODA";"NSL";"";"NSL"
8607;504295;"NSL";"Non-ODA";"NSL";"";"NSL"
8608;504296;"NSL";"Non-ODA";"NSL";"";"EDL3"
8609;504297;"NSL";"NSL";"NSL";"";"NSL"
8610;504299;"NSL";"Non-ODA";"NSL";"";"NSL"
8611;504301;"NSL";"Non-ODA";"NSL";"";"NSL"
8612;504302;"NSL";"Non-ODA";"EDL";"";"NSL"
8613;504303;"NSL";"Non-ODA";"EDL";"";"NSL"
8614;504304;"NSL";"Non-ODA";"NSL";"";"NSL"
8615;504306;"NSL";"Non-ODA";"EDL";"";"NSL"
8616;504307;"NSL";"Non-ODA";"NSL";"";"NSL"
8617;504308;"NSL";"Non-ODA";"NSL";"";"NSL"
8618;504309;"NSL";"Non-ODA";"EDL";"";"NSL"
8619;504310;"NSL";"Non-ODA";"EDL";"";"NSL"
8620;504311;"NSL";"Non-ODA";"NSL";"";"NSL"
8621;504312;"NSL";"Non-ODA";"NSL";"";"NSL"
8622;504313;"NSL";"Non-ODA";"NSL";"";"NSL"
8623;504323;"NSL";"Non-ODA";"NSL";"";"NSL"
8624;504346;"NSL";"Non-ODA";"NSL";"";"NSL"
8625;505001;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8626;505002;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8627;505101;"NSL";"Non-ODA";"EDL";"";"NSL"
8628;505102;"NSL";"Non-ODA";"NSL";"";"NSL"
8629;505122;"NSL";"Non-ODA";"Normal";"";"EDL1"
8630;505129;"NSL";"Non-ODA";"EDL";"";"NSL"
8631;505152;"NSL";"Non-ODA";"NSL";"";"NSL"
8632;505153;"NSL";"Non-ODA";"NSL";"";"NSL"
8633;505162;"NSL";"Non-ODA";"NSL";"";"NSL"
8634;505172;"NSL";"Non-ODA";"EDL";"";"NSL"
8635;505174;"NSL";"Non-ODA";"NSL";"";"NSL"
8636;505184;"NSL";"Non-ODA";"EDL";"";"EDL2"
8637;505185;"NSL";"Non-ODA";"NSL";"";"NSL"
8638;505186;"NSL";"Non-ODA";"Normal";"";"NSL"
8639;505187;"NSL";"Non-ODA";"EDL";"";"NSL"
8640;505188;"NSL";"Non-ODA";"EDL";"";"NSL"
8641;505208;"NSL";"Non-ODA";"EDL";"";"EDL2"
8642;505209;"NSL";"Non-ODA";"EDL";"";"NSL"
8643;505210;"NSL";"Non-ODA";"Normal";"";"NSL"
8644;505211;"NSL";"Non-ODA";"EDL";"";"NSL"
8645;505212;"NSL";"Non-ODA";"NSL";"";"NSL"
8646;505214;"NSL";"Non-ODA";"EDL";"";"NSL"
8647;505215;"NSL";"Non-ODA";"Normal";"";"NSL"
8648;505301;"NSL";"Non-ODA";"NSL";"";"EDL1"
8649;505302;"NSL";"Non-ODA";"Normal";"";"EDL1"
8650;505303;"NSL";"Non-ODA";"NSL";"";"NSL"
8651;505304;"NSL";"Non-ODA";"NSL";"";"NSL"
8652;505305;"NSL";"Non-ODA";"EDL";"";"NSL"
8653;505306;"NSL";"Non-ODA";"NSL";"";"NSL"
8654;505307;"NSL";"Non-ODA";"EDL";"";"NSL"
8655;505325;"NSL";"Non-ODA";"Normal";"";"EDL2"
8656;505326;"NSL";"Non-ODA";"Normal";"";"EDL2"
8657;505327;"NSL";"Non-ODA";"Normal";"";"EDL2"
8658;505330;"NSL";"Non-ODA";"EDL";"";"NSL"
8659;505331;"NSL";"Non-ODA";"NSL";"";"NSL"
8660;505401;"NSL";"Non-ODA";"Normal";"";"NSL"
8661;505402;"NSL";"Non-ODA";"Normal";"";"NSL"
8662;505403;"NSL";"Non-ODA";"Normal";"";"NSL"
8663;505404;"NSL";"Non-ODA";"EDL";"";"NSL"
8664;505405;"NSL";"Non-ODA";"EDL";"";"NSL"
8665;505415;"NSL";"Non-ODA";"EDL";"";"EDL1"
8666;505416;"NSL";"Non-ODA";"NSL";"";"NSL"
8667;505425;"NSL";"Non-ODA";"EDL";"";"NSL"
8668;505445;"NSL";"Non-ODA";"EDL";"";"NSL"
8669;505450;"NSL";"Non-ODA";"EDL";"";"NSL"
8670;505451;"NSL";"Non-ODA";"EDL";"";"NSL"
8671;505452;"NSL";"Non-ODA";"NSL";"";"NSL"
8672;505453;"NSL";"Non-ODA";"NSL";"";"NSL"
8673;505454;"NSL";"Non-ODA";"EDL";"";"NSL"
8674;505455;"NSL";"Non-ODA";"EDL";"";"NSL"
8675;505460;"NSL";"Non-ODA";"Normal";"";"NSL"
8676;505462;"NSL";"Non-ODA";"NSL";"";"NSL"
8677;505466;"NSL";"Non-ODA";"EDL";"";"NSL"
8678;505467;"NSL";"Non-ODA";"EDL";"";"EDL1"
8679;505468;"NSL";"Non-ODA";"Normal";"";"EDL1"
8680;505469;"NSL";"Non-ODA";"NSL";"";"NSL"
8681;505470;"NSL";"Non-ODA";"EDL";"";"NSL"
8682;505471;"NSL";"Non-ODA";"EDL";"";"NSL"
8683;505472;"NSL";"Non-ODA";"EDL";"";"NSL"
8684;505473;"NSL";"Non-ODA";"EDL";"";"NSL"
8685;505474;"NSL";"Non-ODA";"EDL";"";"NSL"
8686;505475;"NSL";"Non-ODA";"EDL";"";"NSL"
8687;505476;"NSL";"Non-ODA";"EDL";"";"NSL"
8688;505480;"NSL";"Non-ODA";"NSL";"";"NSL"
8689;505481;"NSL";"Non-ODA";"NSL";"";"NSL"
8690;505490;"NSL";"Non-ODA";"EDL";"";"NSL"
8691;505497;"NSL";"Non-ODA";"EDL";"";"NSL"
8692;505498;"NSL";"Non-ODA";"NSL";"";"NSL"
8693;505501;"NSL";"Non-ODA";"NSL";"";"NSL"
8694;505502;"NSL";"Non-ODA";"NSL";"";"NSL"
8695;505503;"NSL";"Non-ODA";"NSL";"";"NSL"
8696;505504;"NSL";"Non-ODA";"EDL";"";"EDL3"
8697;505505;"NSL";"Non-ODA";"EDL";"";"NSL"
8698;505514;"NSL";"Non-ODA";"EDL";"";"NSL"
8699;505524;"NSL";"Non-ODA";"Normal";"";"NSL"
8700;505525;"NSL";"Non-ODA";"NSL";"";"NSL"
8701;505526;"NSL";"Non-ODA";"EDL";"";"NSL"
8702;505527;"NSL";"Non-ODA";"EDL";"";"NSL"
8703;505528;"NSL";"Non-ODA";"EDL";"";"NSL"
8704;505529;"NSL";"Non-ODA";"EDL";"";"NSL"
8705;505530;"NSL";"Non-ODA";"EDL";"";"NSL"
8706;505531;"NSL";"Non-ODA";"NSL";"";"NSL"
8707;505532;"NSL";"Non-ODA";"EDL";"";"NSL"
8708;506001;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8709;506002;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8710;506003;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8711;506004;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8712;506005;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8713;506006;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8714;506007;"NSL";"ODA";"Normal";"";"DIRECT"
8715;506008;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8716;506009;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8717;506011;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8718;506013;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8719;506015;"NSL";"Non-ODA";"Normal";"";"DIRECT"
8720;506101;"NSL";"Non-ODA";"EDL";"";"EDL1"
8721;506102;"NSL";"NSL";"EDL";"";"NSL"
8722;506103;"NSL";"NSL";"NSL";"";"NSL"
8723;506104;"NSL";"Non-ODA";"EDL";"";"NSL"
8724;506105;"NSL";"Non-ODA";"EDL";"";"NSL"
8725;506112;"NSL";"Non-ODA";"EDL";"";"NSL"
8726;506122;"NSL";"Non-ODA";"EDL";"";"NSL"
8727;506132;"NSL";"Non-ODA";"EDL";"";"EDL1"
8728;506134;"NSL";"Non-ODA";"NSL";"";"NSL"
8729;506135;"NSL";"Non-ODA";"NSL";"";"NSL"
8730;506142;"NSL";"Non-ODA";"EDL";"";"NSL"
8731;506143;"NSL";"Non-ODA";"NSL";"";"EDL1"
8732;506144;"NSL";"Non-ODA";"NSL";"";"NSL"
8733;506145;"NSL";"Non-ODA";"EDL";"";"NSL"
8734;506146;"NSL";"NSL";"EDL";"";"NSL"
8735;506151;"NSL";"Non-ODA";"NSL";"";"NSL"
8736;506163;"NSL";"Non-ODA";"EDL";"";"EDL1"
8737;506164;"NSL";"Non-ODA";"EDL";"";"NSL"
8738;506165;"NSL";"Non-ODA";"EDL";"";"NSL"
8739;506166;"NSL";"Non-ODA";"EDL";"";"NSL"
8740;506167;"NSL";"Non-ODA";"EDL";"";"EDL1"
8741;506168;"NSL";"Non-ODA";"EDL";"";"NSL"
8742;506169;"NSL";"Non-ODA";"EDL";"";"EDL1"
8743;506170;"NSL";"NSL";"NSL";"";"NSL"
8744;506172;"NSL";"Non-ODA";"EDL";"";"NSL"
8745;506175;"NSL";"NSL";"EDL";"";"NSL"
8746;506201;"NSL";"Non-ODA";"EDL";"";"NSL"
8747;506221;"NSL";"Non-ODA";"EDL";"";"NSL"
8748;506222;"NSL";"Non-ODA";"EDL";"";"NSL"
8749;506223;"NSL";"Non-ODA";"EDL";"";"NSL"
8750;506224;"NSL";"Non-ODA";"EDL";"";"NSL"
8751;506244;"NSL";"Non-ODA";"EDL";"";"NSL"
8752;506252;"NSL";"Non-ODA";"EDL";"";"NSL"
8753;506301;"NSL";"Non-ODA";"EDL";"";"NSL"
8754;506302;"NSL";"Non-ODA";"EDL";"";"NSL"
8755;506303;"NSL";"Non-ODA";"EDL";"";"NSL"
8756;506310;"NSL";"Non-ODA";"EDL";"";"NSL"
8757;506313;"NSL";"Non-ODA";"NSL";"";"EDL1"
8758;506314;"NSL";"Non-ODA";"EDL";"";"NSL"
8759;506315;"NSL";"Non-ODA";"EDL";"";"EDL2"
8760;506316;"NSL";"Non-ODA";"EDL";"";"NSL"
8761;506317;"NSL";"Non-ODA";"EDL";"";"NSL"
8762;506318;"NSL";"Non-ODA";"EDL";"";"NSL"
8763;506319;"NSL";"Non-ODA";"EDL";"";"NSL"
8764;506324;"NSL";"Non-ODA";"NSL";"";"NSL"
8765;506329;"NSL";"Non-ODA";"EDL";"";"NSL"
8766;506330;"NSL";"Non-ODA";"NSL";"";"DIRECT"
8767;506331;"NSL";"Non-ODA";"EDL";"";"NSL"
8768;506332;"NSL";"Non-ODA";"NSL";"";"NSL"
8769;506333;"NSL";"NSL";"NSL";"";"NSL"
8770;506342;"NSL";"Non-ODA";"EDL";"";"NSL"
8771;506343;"NSL";"Non-ODA";"NSL";"";"EDL1"
8772;506344;"NSL";"Non-ODA";"EDL";"";"NSL"
8773;506345;"NSL";"Non-ODA";"NSL";"";"NSL"
8774;506347;"NSL";"Non-ODA";"EDL";"";"NSL"
8775;506348;"NSL";"Non-ODA";"EDL";"";"NSL"
8776;506349;"NSL";"Non-ODA";"NSL";"";"NSL"
8777;506350;"NSL";"NSL";"NSL";"";"NSL"
8778;506352;"NSL";"Non-ODA";"EDL";"";"NSL"
8779;506355;"NSL";"Non-ODA";"EDL";"";"EDL1"
8780;506356;"NSL";"Non-ODA";"EDL";"";"NSL"
8781;506365;"NSL";"NSL";"EDL";"";"NSL"
8782;506366;"NSL";"Non-ODA";"EDL";"";"NSL"
8783;506367;"NSL";"Non-ODA";"EDL";"";"NSL"
8784;506368;"NSL";"Non-ODA";"EDL";"";"NSL"
8785;506369;"NSL";"Non-ODA";"EDL";"";"NSL"
8786;506370;"NSL";"Non-ODA";"EDL";"";"DIRECT"
8787;506371;"NSL";"Non-ODA";"Normal";"";"NSL"
8788;506381;"NSL";"Non-ODA";"EDL";"";"NSL"
8789;506391;"NSL";"Non-ODA";"EDL";"";"NSL"
8790;507001;"Normal";"Non-ODA";"Normal";"";"EDL3"
8791;507002;"Normal";"Non-ODA";"EDL";"";"EDL3"
8792;507003;"Normal";"Non-ODA";"Normal";"";"EDL3"
8793;507101;"NSL";"Non-ODA";"Normal";"";"NSL"
8794;507103;"NSL";"Non-ODA";"EDL";"";"NSL"
8795;507111;"NSL";"Non-ODA";"EDL";"";"NSL"
8796;507114;"NSL";"Non-ODA";"EDL";"";"NSL"
8797;507115;"NSL";"Non-ODA";"Normal";"";"NSL"
8798;507116;"NSL";"Non-ODA";"EDL";"";"NSL"
8799;507117;"NSL";"Non-ODA";"EDL";"";"NSL"
8800;507118;"NSL";"ODA";"EDL";"";"NSL"
8801;507119;"NSL";"Non-ODA";"EDL";"";"NSL"
8802;507120;"NSL";"Non-ODA";"EDL";"";"NSL"
8803;507122;"NSL";"Non-ODA";"EDL";"";"NSL"
8804;507123;"NSL";"Non-ODA";"EDL";"";"NSL"
8805;507124;"NSL";"Non-ODA";"EDL";"";"NSL"
8806;507125;"NSL";"Non-ODA";"EDL";"";"NSL"
8807;507128;"NSL";"Non-ODA";"EDL";"";"NSL"
8808;507133;"NSL";"Non-ODA";"EDL";"";"NSL"
8809;507136;"NSL";"Non-ODA";"EDL";"";"NSL"
8810;507137;"NSL";"Non-ODA";"Normal";"";"NSL"
8811;507138;"NSL";"Non-ODA";"EDL";"";"NSL"
8812;507140;"NSL";"Non-ODA";"Normal";"";"NSL"
8813;507154;"NSL";"Non-ODA";"EDL";"";"NSL"
8814;507157;"NSL";"Non-ODA";"EDL";"";"NSL"
8815;507158;"NSL";"Non-ODA";"EDL";"";"NSL"
8816;507159;"NSL";"Non-ODA";"EDL";"";"NSL"
8817;507160;"NSL";"Non-ODA";"EDL";"";"NSL"
8818;507161;"NSL";"Non-ODA";"EDL";"";"NSL"
8819;507163;"ODA";"Non-ODA";"EDL";"";"NSL"
8820;507164;"NSL";"Non-ODA";"EDL";"";"NSL"
8821;507165;"NSL";"Non-ODA";"EDL";"";"NSL"
8822;507166;"NSL";"Non-ODA";"EDL";"";"NSL"
8823;507167;"NSL";"Non-ODA";"EDL";"";"NSL"
8824;507168;"NSL";"Non-ODA";"EDL";"";"NSL"
8825;507169;"NSL";"Non-ODA";"EDL";"";"NSL"
8826;507170;"ODA";"Non-ODA";"EDL";"";"NSL"
8827;507182;"NSL";"Non-ODA";"EDL";"";"NSL"
8828;507183;"NSL";"Non-ODA";"EDL";"";"NSL"
8829;507201;"NSL";"Non-ODA";"EDL";"";"NSL"
8830;507202;"NSL";"Non-ODA";"EDL";"";"EDL1"
8831;507203;"NSL";"Non-ODA";"EDL";"";"NSL"
8832;507204;"NSL";"Non-ODA";"EDL";"";"NSL"
8833;507208;"NSL";"Non-ODA";"EDL";"";"NSL"
8834;507209;"NSL";"Non-ODA";"EDL";"";"NSL"
8835;507210;"NSL";"Non-ODA";"EDL";"";"NSL"
8836;507211;"NSL";"Non-ODA";"EDL";"";"NSL"
8837;507301;"NSL";"Non-ODA";"NSL";"";"NSL"
8838;507302;"NSL";"Non-ODA";"EDL";"";"NSL"
8839;507303;"NSL";"Non-ODA";"EDL";"";"NSL"
8840;507304;"NSL";"Non-ODA";"EDL";"";"NSL"
8841;507305;"NSL";"Non-ODA";"EDL";"";"NSL"
8842;507306;"NSL";"Non-ODA";"EDL";"";"NSL"
8843;507316;"NSL";"Non-ODA";"EDL";"";"NSL"
8844;507318;"ODA";"Non-ODA";"EDL";"";"NSL"
8845;508001;"NSL";"Non-ODA";"Normal";"";"EDL3"
8846;508002;"NSL";"Non-ODA";"EDL";"";"EDL3"
8847;508004;"NSL";"Non-ODA";"EDL";"";"EDL3"
8848;508101;"NSL";"Non-ODA";"EDL";"";"EDL2"
8849;508105;"NSL";"Non-ODA";"EDL";"";"EDL1"
8850;508111;"NSL";"Non-ODA";"EDL";"";"EDL2"
8851;508112;"NSL";"Non-ODA";"EDL";"";"EDL1"
8852;508113;"NSL";"Non-ODA";"EDL";"";"EDL2"
8853;508114;"NSL";"Non-ODA";"EDL";"";"EDL2"
8854;508115;"NSL";"Non-ODA";"EDL";"";"EDL1"
8855;508116;"ODA";"Non-ODA";"EDL";"";"EDL2"
8856;508117;"NSL";"Non-ODA";"EDL";"";"NSL"
8857;508126;"ODA";"Non-ODA";"EDL";"";"EDL1"
8858;508201;"NSL";"ODA";"EDL";"";"NSL"
8859;508202;"NSL";"Non-ODA";"EDL";"";"EDL3"
8860;508204;"NSL";"Non-ODA";"EDL";"";"EDL3"
8861;508205;"NSL";"Non-ODA";"EDL";"";"EDL2"
8862;508206;"NSL";"Non-ODA";"Normal";"";"EDL3"
8863;508207;"Normal";"Non-ODA";"EDL";"";"EDL3"
8864;508208;"ODA";"NSL";"NSL";"";"NSL"
8865;508210;"NSL";"Non-ODA";"EDL";"";"EDL3"
8866;508211;"NSL";"Non-ODA";"EDL";"";"EDL2"
8867;508212;"NSL";"Non-ODA";"EDL";"";"EDL3"
8868;508213;"NSL";"Non-ODA";"Normal";"";"EDL3"
8869;508214;"NSL";"Non-ODA";"NSL";"";"NSL"
8870;508217;"ODA";"Non-ODA";"EDL";"";"EDL3"
8871;508218;"ODA";"Non-ODA";"EDL";"";"NSL"
8872;508221;"NSL";"Non-ODA";"EDL";"";"NSL"
